2017-12-17 09:34:38.420545: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX AVX2
2017-12-17 09:34:38.835796: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\common_runtime\gpu\gpu_device.cc:1030] Found device 0 with properties: 
1966 1484 [[3 8 9 5]] [[3 8 9 5]]
1967 1485 [[3 8 9 6]] [[3 8 9 6]]
1968 1486 [[3 8 9 8]] [[3 8 9 8]]
1969 1487 [[3 8 9 8]] [[3 8 9 8]]
1970 1488 [[3 8 9 8]] [[3 8 9 8]]
1971 1489 [[3 8 9 8]] [[3 8 9 8]]
1972 1489 [[3 8 8 9]] [[3 8 9 9]]
1973 1490 [[3 8 9 9]] [[3 8 9 9]]
1974 1491 [[3 9 0 3]] [[3 9 0 3]]
1975 1491 [[3 9 8 4]] [[3 9 0 4]]
1976 1492 [[3 9 0 5]] [[3 9 0 5]]
1977 1492 [[3 8 0 0]] [[3 9 0 7]]
1978 1492 [[3 9 8 8]] [[3 9 0 8]]
1979 1493 [[3 9 1 0]] [[3 9 1 0]]
1980 1493 [[3 9 3 0]] [[3 9 1 0]]
1981 1493 [[3 9 7 1]] [[3 9 1 1]]
1982 1493 [[3 9 7 1]] [[3 9 1 1]]
1983 1493 [[3 9 2 7]] [[3 9 1 7]]
1984 1494 [[3 9 1 8]] [[3 9 1 8]]
1985 1495 [[3 9 2 0]] [[3 9 2 0]]
1986 1496 [[3 9 2 1]] [[3 9 2 1]]
1987 1497 [[3 9 2 2]] [[3 9 2 2]]
1988 1498 [[3 9 2 3]] [[3 9 2 3]]
1989 1499 [[3 9 2 3]] [[3 9 2 3]]
1990 1500 [[3 9 2 3]] [[3 9 2 3]]
1991 1501 [[3 9 2 4]] [[3 9 2 4]]
1992 1502 [[3 9 2 4]] [[3 9 2 4]]
1993 1502 [[3 9 2 3]] [[3 9 2 5]]
1994 1503 [[3 9 2 5]] [[3 9 2 5]]
1995 1504 [[3 9 2 5]] [[3 9 2 5]]
1996 1505 [[3 9 2 6]] [[3 9 2 6]]
1997 1506 [[3 9 2 6]] [[3 9 2 6]]
1998 1507 [[3 9 2 9]] [[3 9 2 9]]
1999 1508 [[3 9 3 2]] [[3 9 3 2]]
2000 1508 [[3 9 1 2]] [[3 9 3 2]]
2001 1508 [[3 9 1 3]] [[3 9 3 3]]
2002 1509 [[3 9 3 3]] [[3 9 3 3]]
2003 1510 [[3 9 3 4]] [[3 9 3 4]]
2004 1511 [[3 9 3 4]] [[3 9 3 4]]
2005 1512 [[3 9 3 5]] [[3 9 3 5]]
2006 1513 [[3 9 3 5]] [[3 9 3 5]]
2007 1514 [[3 9 3 5]] [[3 9 3 5]]
2008 1515 [[3 9 3 6]] [[3 9 3 6]]
2009 1516 [[3 9 3 8]] [[3 9 3 8]]
2010 1517 [[3 9 3 8]] [[3 9 3 8]]
2011 1518 [[3 9 3 8]] [[3 9 3 8]]
2012 1519 [[3 9 3 8]] [[3 9 3 8]]
2013 1520 [[3 9 4 2]] [[3 9 4 2]]
2014 1521 [[3 9 4 2]] [[3 9 4 2]]
2015 1521 [[3 9 9 5]] [[3 9 4 5]]
2016 1522 [[3 9 4 5]] [[3 9 4 5]]
2017 1523 [[3 9 4 5]] [[3 9 4 5]]
2018 1524 [[3 9 4 6]] [[3 9 4 6]]
2019 1524 [[3 9 1 7]] [[3 9 4 7]]
2020 1525 [[3 9 4 8]] [[3 9 4 8]]
2021 1526 [[3 9 4 9]] [[3 9 4 9]]
2022 1527 [[3 9 4 9]] [[3 9 4 9]]
2023 1528 [[3 9 5 0]] [[3 9 5 0]]
2024 1529 [[3 9 5 2]] [[3 9 5 2]]
2025 1530 [[3 9 5 2]] [[3 9 5 2]]
2026 1531 [[3 9 5 3]] [[3 9 5 3]]
2027 1532 [[3 9 5 3]] [[3 9 5 3]]
2028 1533 [[3 9 5 3]] [[3 9 5 3]]
2029 1534 [[3 9 5 5]] [[3 9 5 5]]
2030 1535 [[3 9 5 6]] [[3 9 5 6]]
2031 1535 [[3 9 5 1]] [[3 9 5 7]]
2032 1536 [[3 9 5 8]] [[3 9 5 8]]
2033 1537 [[3 9 5 8]] [[3 9 5 8]]
2034 1538 [[3 9 5 8]] [[3 9 5 8]]
2035 1539 [[3 9 5 9]] [[3 9 5 9]]
2036 1540 [[3 9 5 9]] [[3 9 5 9]]
2037 1541 [[3 9 6 0]] [[3 9 6 0]]
2038 1542 [[3 9 6 1]] [[3 9 6 1]]
2039 1543 [[3 9 6 3]] [[3 9 6 3]]
2040 1544 [[3 9 6 3]] [[3 9 6 3]]
2041 1545 [[3 9 6 4]] [[3 9 6 4]]
2042 1546 [[3 9 6 6]] [[3 9 6 6]]
2043 1547 [[3 9 6 6]] [[3 9 6 6]]
2044 1548 [[3 9 6 8]] [[3 9 6 8]]
2045 1549 [[3 9 6 8]] [[3 9 6 8]]
2046 1550 [[3 9 6 8]] [[3 9 6 8]]
2047 1551 [[3 9 6 9]] [[3 9 6 9]]
2048 1552 [[3 9 7 4]] [[3 9 7 4]]
2049 1553 [[3 9 7 6]] [[3 9 7 6]]
2050 1554 [[3 9 7 6]] [[3 9 7 6]]
2051 1555 [[3 9 7 7]] [[3 9 7 7]]
2052 1556 [[3 9 7 9]] [[3 9 7 9]]
2053 1557 [[3 9 8 0]] [[3 9 8 0]]
2054 1558 [[3 9 8 4]] [[3 9 8 4]]
2055 1559 [[3 9 8 4]] [[3 9 8 4]]
2056 1560 [[3 9 8 6]] [[3 9 8 6]]
2057 1561 [[3 9 8 7]] [[3 9 8 7]]
2058 1562 [[3 9 8 8]] [[3 9 8 8]]
2059 1563 [[3 9 8 8]] [[3 9 8 8]]
2060 1564 [[3 9 9 3]] [[3 9 9 3]]
2061 1565 [[3 9 9 3]] [[3 9 9 3]]
2062 1566 [[3 9 9 3]] [[3 9 9 3]]
2063 1567 [[3 9 9 5]] [[3 9 9 5]]
2064 1567 [[3 9 3 7]] [[3 9 9 7]]
2065 1568 [[3 9 9 9]] [[3 9 9 9]]
2066 1569 [[3 9 9 9]] [[3 9 9 9]]
2067 1569 [[3 9 7 2]] [[4 0 0 2]]
2068 1569 [[3 8 0 9]] [[4 0 0 9]]
2069 1569 [[3 7 1 8]] [[4 0 1 8]]
2070 1569 [[3 9 1 8]] [[4 0 1 8]]
2071 1569 [[3 7 2 4]] [[4 0 2 4]]
2072 1570 [[4 0 2 4]] [[4 0 2 4]]
2073 1570 [[3 9 2 5]] [[4 0 2 5]]
2074 1571 [[4 0 2 6]] [[4 0 2 6]]
2075 1572 [[4 0 3 0]] [[4 0 3 0]]
2076 1573 [[4 0 3 8]] [[4 0 3 8]]
2077 1574 [[4 0 3 9]] [[4 0 3 9]]
2078 1575 [[4 0 4 1]] [[4 0 4 1]]
2079 1576 [[4 0 4 3]] [[4 0 4 3]]
2080 1577 [[4 0 4 4]] [[4 0 4 4]]
2081 1578 [[4 0 4 8]] [[4 0 4 8]]
2082 1579 [[4 0 4 9]] [[4 0 4 9]]
2083 1580 [[4 0 4 9]] [[4 0 4 9]]
2084 1580 [[4 0 6 2]] [[4 0 5 2]]
2085 1581 [[4 0 5 3]] [[4 0 5 3]]
2086 1581 [[4 0 6 4]] [[4 0 5 4]]
2087 1582 [[4 0 5 4]] [[4 0 5 4]]
2088 1583 [[4 0 5 8]] [[4 0 5 8]]
2089 1584 [[4 0 6 2]] [[4 0 6 2]]
2090 1584 [[4 0 8 4]] [[4 0 6 4]]
2091 1585 [[4 0 6 8]] [[4 0 6 8]]
2092 1586 [[4 0 7 3]] [[4 0 7 3]]
2093 1586 [[4 0 1 4]] [[4 0 7 4]]
2094 1586 [[4 0 2 7]] [[4 0 7 7]]
2095 1587 [[4 0 7 8]] [[4 0 7 8]]
2096 1588 [[4 0 8 0]] [[4 0 8 0]]
2097 1589 [[4 0 8 8]] [[4 0 8 8]]
2098 1590 [[4 0 8 8]] [[4 0 8 8]]
2099 1591 [[4 0 9 0]] [[4 0 9 0]]
2100 1592 [[4 0 9 4]] [[4 0 9 4]]
2101 1592 [[4 7 0 2]] [[4 1 0 2]]
2102 1592 [[4 7 0 5]] [[4 1 0 5]]
2103 1592 [[4 7 0 6]] [[4 1 0 6]]
2104 1592 [[4 0 5 3]] [[4 1 1 3]]
2105 1592 [[4 0 1 3]] [[4 1 1 3]]
2106 1592 [[4 1 7 6]] [[4 1 1 6]]
2107 1592 [[4 7 1 8]] [[4 1 1 8]]
2108 1593 [[4 1 1 9]] [[4 1 1 9]]
2109 1594 [[4 1 2 4]] [[4 1 2 4]]
2110 1595 [[4 1 2 4]] [[4 1 2 4]]
2111 1595 [[4 0 3 2]] [[4 1 3 2]]
2112 1596 [[4 1 3 5]] [[4 1 3 5]]
2113 1597 [[4 1 3 6]] [[4 1 3 6]]
2114 1598 [[4 1 3 9]] [[4 1 3 9]]
2115 1599 [[4 1 4 1]] [[4 1 4 1]]
2116 1600 [[4 1 4 2]] [[4 1 4 2]]
2117 1601 [[4 1 4 4]] [[4 1 4 4]]
2118 1602 [[4 1 4 6]] [[4 1 4 6]]
2119 1603 [[4 1 5 3]] [[4 1 5 3]]
2120 1604 [[4 1 5 6]] [[4 1 5 6]]
2121 1605 [[4 1 5 6]] [[4 1 5 6]]
2122 1606 [[4 1 5 8]] [[4 1 5 8]]
2123 1607 [[4 1 5 9]] [[4 1 5 9]]
2124 1608 [[4 1 6 4]] [[4 1 6 4]]
2125 1609 [[4 1 6 5]] [[4 1 6 5]]
2126 1610 [[4 1 6 5]] [[4 1 6 5]]
2127 1611 [[4 1 6 8]] [[4 1 6 8]]
2128 1612 [[4 1 6 9]] [[4 1 6 9]]
2129 1613 [[4 1 7 3]] [[4 1 7 3]]
2130 1614 [[4 1 7 7]] [[4 1 7 7]]
2131 1615 [[4 1 8 1]] [[4 1 8 1]]
2132 1616 [[4 1 8 2]] [[4 1 8 2]]
2133 1617 [[4 1 8 2]] [[4 1 8 2]]
2134 1618 [[4 1 8 5]] [[4 1 8 5]]
2135 1619 [[4 1 8 6]] [[4 1 8 6]]
2136 1620 [[4 1 8 8]] [[4 1 8 8]]
2137 1621 [[4 1 8 9]] [[4 1 8 9]]
2138 1622 [[4 1 9 4]] [[4 1 9 4]]
2139 1623 [[4 1 9 6]] [[4 1 9 6]]
2140 1624 [[4 1 9 6]] [[4 1 9 6]]
2141 1625 [[4 1 9 8]] [[4 1 9 8]]
2142 1626 [[4 2 0 0]] [[4 2 0 0]]
2143 1627 [[4 2 0 0]] [[4 2 0 0]]
2144 1627 [[4 1 0 3]] [[4 2 0 3]]
2145 1627 [[4 1 8 3]] [[4 2 0 3]]
2146 1627 [[4 2 0 1]] [[4 2 0 7]]
2147 1628 [[4 2 0 9]] [[4 2 0 9]]
2148 1629 [[4 2 1 2]] [[4 2 1 2]]
2149 1630 [[4 2 1 4]] [[4 2 1 4]]
2150 1631 [[4 2 1 8]] [[4 2 1 8]]
2151 1631 [[4 1 1 9]] [[4 2 1 9]]
2152 1632 [[4 2 2 0]] [[4 2 2 0]]
2153 1633 [[4 2 2 3]] [[4 2 2 3]]
2154 1634 [[4 2 2 4]] [[4 2 2 4]]
2155 1635 [[4 2 2 4]] [[4 2 2 4]]
2156 1636 [[4 2 2 5]] [[4 2 2 5]]
2157 1637 [[4 2 2 5]] [[4 2 2 5]]
2158 1638 [[4 2 2 6]] [[4 2 2 6]]
2159 1639 [[4 2 2 6]] [[4 2 2 6]]
2160 1640 [[4 2 2 8]] [[4 2 2 8]]
2161 1641 [[4 2 2 8]] [[4 2 2 8]]
2162 1642 [[4 2 2 9]] [[4 2 2 9]]
2163 1642 [[4 2 7 0]] [[4 2 3 0]]
2164 1642 [[4 2 3 7]] [[4 2 3 1]]
2165 1642 [[4 2 3 7]] [[4 2 3 1]]
2166 1643 [[4 2 3 2]] [[4 2 3 2]]
2167 1644 [[4 2 3 2]] [[4 2 3 2]]
2168 1645 [[4 2 3 4]] [[4 2 3 4]]
2169 1646 [[4 2 3 6]] [[4 2 3 6]]
2170 1647 [[4 2 3 8]] [[4 2 3 8]]
2171 1648 [[4 2 3 8]] [[4 2 3 8]]
2172 1649 [[4 2 3 8]] [[4 2 3 8]]
2173 1650 [[4 2 3 9]] [[4 2 3 9]]
2174 1651 [[4 2 3 9]] [[4 2 3 9]]
2175 1652 [[4 2 3 9]] [[4 2 3 9]]
2176 1653 [[4 2 3 9]] [[4 2 3 9]]
2177 1654 [[4 2 4 1]] [[4 2 4 1]]
2178 1654 [[4 2 2 2]] [[4 2 4 2]]
2179 1654 [[4 2 0 2]] [[4 2 4 2]]
2180 1655 [[4 2 4 4]] [[4 2 4 4]]
2181 1656 [[4 2 4 4]] [[4 2 4 4]]
2182 1657 [[4 2 4 5]] [[4 2 4 5]]
2183 1658 [[4 2 4 6]] [[4 2 4 6]]
2184 1659 [[4 2 4 8]] [[4 2 4 8]]
2185 1660 [[4 2 5 0]] [[4 2 5 0]]
2186 1661 [[4 2 5 2]] [[4 2 5 2]]
2187 1662 [[4 2 5 6]] [[4 2 5 6]]
2188 1663 [[4 2 5 8]] [[4 2 5 8]]
2189 1664 [[4 2 5 8]] [[4 2 5 8]]
2190 1665 [[4 2 5 9]] [[4 2 5 9]]
2191 1665 [[4 2 8 0]] [[4 2 6 1]]
2192 1666 [[4 2 6 2]] [[4 2 6 2]]
2193 1667 [[4 2 6 3]] [[4 2 6 3]]
2194 1668 [[4 2 6 7]] [[4 2 6 7]]
2195 1669 [[4 2 6 9]] [[4 2 6 9]]
2196 1670 [[4 2 7 2]] [[4 2 7 2]]
2197 1671 [[4 2 7 3]] [[4 2 7 3]]
2198 1672 [[4 2 7 5]] [[4 2 7 5]]
2199 1673 [[4 2 8 0]] [[4 2 8 0]]
2200 1674 [[4 2 8 4]] [[4 2 8 4]]
2201 1675 [[4 2 8 4]] [[4 2 8 4]]
2202 1676 [[4 2 8 5]] [[4 2 8 5]]
2203 1677 [[4 2 8 8]] [[4 2 8 8]]
2204 1678 [[4 2 8 8]] [[4 2 8 8]]
2205 1678 [[4 2 9 5]] [[4 2 9 6]]
2206 1679 [[4 2 9 8]] [[4 2 9 8]]
2207 1680 [[4 2 9 8]] [[4 2 9 8]]
2208 1681 [[4 2 9 8]] [[4 2 9 8]]
2209 1682 [[4 2 9 9]] [[4 2 9 9]]
2210 1683 [[4 2 9 9]] [[4 2 9 9]]
2211 1684 [[4 2 9 9]] [[4 2 9 9]]
2212 1685 [[4 3 0 1]] [[4 3 0 1]]
2213 1685 [[4 1 0 2]] [[4 3 0 2]]
2214 1685 [[4 3 8 5]] [[4 3 0 5]]
2215 1685 [[4 3 8 6]] [[4 3 0 6]]
2216 1686 [[4 3 0 8]] [[4 3 0 8]]
2217 1687 [[4 3 1 5]] [[4 3 1 5]]
2218 1687 [[4 3 8 7]] [[4 3 1 7]]
2219 1688 [[4 3 1 7]] [[4 3 1 7]]
2220 1688 [[4 3 7 2]] [[4 3 2 2]]
2221 1688 [[4 3 1 3]] [[4 3 2 3]]
2222 1689 [[4 3 2 4]] [[4 3 2 4]]
2223 1690 [[4 3 2 4]] [[4 3 2 4]]
2224 1691 [[4 3 2 5]] [[4 3 2 5]]
2225 1692 [[4 3 2 5]] [[4 3 2 5]]
2226 1693 [[4 3 2 6]] [[4 3 2 6]]
2227 1694 [[4 3 2 7]] [[4 3 2 7]]
2228 1694 [[4 3 1 8]] [[4 3 2 8]]
2229 1695 [[4 3 2 8]] [[4 3 2 8]]
2230 1696 [[4 3 2 9]] [[4 3 2 9]]
2231 1697 [[4 3 3 0]] [[4 3 3 0]]
2232 1698 [[4 3 3 1]] [[4 3 3 1]]
2233 1699 [[4 3 3 3]] [[4 3 3 3]]
2234 1700 [[4 3 3 4]] [[4 3 3 4]]
2235 1701 [[4 3 3 5]] [[4 3 3 5]]
2236 1702 [[4 3 3 5]] [[4 3 3 5]]
2237 1703 [[4 3 3 5]] [[4 3 3 5]]
2238 1703 [[4 3 3 1]] [[4 3 3 7]]
2239 1704 [[4 3 3 8]] [[4 3 3 8]]
2240 1705 [[4 3 3 8]] [[4 3 3 8]]
2241 1706 [[4 3 3 8]] [[4 3 3 8]]
2242 1707 [[4 3 3 8]] [[4 3 3 8]]
2243 1708 [[4 3 3 9]] [[4 3 3 9]]
2244 1709 [[4 3 4 1]] [[4 3 4 1]]
2245 1710 [[4 3 4 3]] [[4 3 4 3]]
2246 1711 [[4 3 4 3]] [[4 3 4 3]]
2247 1712 [[4 3 4 4]] [[4 3 4 4]]
2248 1713 [[4 3 4 6]] [[4 3 4 6]]
2249 1714 [[4 3 4 6]] [[4 3 4 6]]
2250 1715 [[4 3 4 6]] [[4 3 4 6]]
2251 1716 [[4 3 4 7]] [[4 3 4 7]]
2252 1717 [[4 3 4 8]] [[4 3 4 8]]
2253 1718 [[4 3 5 1]] [[4 3 5 1]]
2254 1719 [[4 3 5 3]] [[4 3 5 3]]
2255 1720 [[4 3 5 3]] [[4 3 5 3]]
2256 1721 [[4 3 5 4]] [[4 3 5 4]]
2257 1722 [[4 3 5 4]] [[4 3 5 4]]
2258 1723 [[4 3 5 7]] [[4 3 5 7]]
2259 1724 [[4 3 5 8]] [[4 3 5 8]]
2260 1725 [[4 3 5 8]] [[4 3 5 8]]
2261 1726 [[4 3 5 9]] [[4 3 5 9]]
2262 1727 [[4 3 6 3]] [[4 3 6 3]]
2263 1727 [[4 3 6 7]] [[4 3 6 3]]
2264 1728 [[4 3 6 4]] [[4 3 6 4]]
2265 1729 [[4 3 6 5]] [[4 3 6 5]]
2266 1730 [[4 3 6 5]] [[4 3 6 5]]
2267 1731 [[4 3 6 5]] [[4 3 6 5]]
2268 1732 [[4 3 6 6]] [[4 3 6 6]]
2269 1733 [[4 3 6 8]] [[4 3 6 8]]
2270 1734 [[4 3 6 8]] [[4 3 6 8]]
2271 1735 [[4 3 6 8]] [[4 3 6 8]]
2272 1736 [[4 3 7 1]] [[4 3 7 1]]
2273 1737 [[4 3 7 9]] [[4 3 7 9]]
2274 1738 [[4 3 7 9]] [[4 3 7 9]]
2275 1738 [[4 3 0 7]] [[4 3 8 1]]
2276 1739 [[4 3 8 2]] [[4 3 8 2]]
2277 1740 [[4 3 8 2]] [[4 3 8 2]]
2278 1741 [[4 3 8 2]] [[4 3 8 2]]
2279 1742 [[4 3 8 4]] [[4 3 8 4]]
2280 1743 [[4 3 8 5]] [[4 3 8 5]]
2281 1744 [[4 3 8 5]] [[4 3 8 5]]
2282 1745 [[4 3 8 5]] [[4 3 8 5]]
2283 1746 [[4 3 8 6]] [[4 3 8 6]]
2284 1747 [[4 3 8 8]] [[4 3 8 8]]
2285 1748 [[4 3 8 9]] [[4 3 8 9]]
2286 1749 [[4 3 9 1]] [[4 3 9 1]]
2287 1750 [[4 3 9 2]] [[4 3 9 2]]
2288 1751 [[4 3 9 2]] [[4 3 9 2]]
2289 1752 [[4 3 9 3]] [[4 3 9 3]]
2290 1753 [[4 3 9 3]] [[4 3 9 3]]
2291 1754 [[4 3 9 5]] [[4 3 9 5]]
2292 1755 [[4 3 9 6]] [[4 3 9 6]]
2293 1756 [[4 3 9 9]] [[4 3 9 9]]
2294 1757 [[4 3 9 9]] [[4 3 9 9]]
2295 1758 [[4 3 9 9]] [[4 3 9 9]]
2296 1758 [[4 1 0 0]] [[4 4 1 0]]
2297 1759 [[4 4 1 3]] [[4 4 1 3]]
2298 1760 [[4 4 1 9]] [[4 4 1 9]]
2299 1761 [[4 4 2 2]] [[4 4 2 2]]
2300 1762 [[4 4 2 2]] [[4 4 2 2]]
2301 1763 [[4 4 2 3]] [[4 4 2 3]]
2302 1764 [[4 4 2 4]] [[4 4 2 4]]
2303 1765 [[4 4 2 5]] [[4 4 2 5]]
2304 1766 [[4 4 2 6]] [[4 4 2 6]]
2305 1767 [[4 4 2 6]] [[4 4 2 6]]
2306 1768 [[4 4 2 8]] [[4 4 2 8]]
2307 1769 [[4 4 2 9]] [[4 4 2 9]]
2308 1769 [[4 4 3 9]] [[4 4 2 9]]
2309 1770 [[4 4 3 2]] [[4 4 3 2]]
2310 1771 [[4 4 3 3]] [[4 4 3 3]]
2311 1772 [[4 4 3 4]] [[4 4 3 4]]
2312 1773 [[4 4 3 7]] [[4 4 3 7]]
2313 1774 [[4 4 3 7]] [[4 4 3 7]]
2314 1774 [[4 4 3 1]] [[4 4 3 7]]
2315 1775 [[4 4 3 7]] [[4 4 3 7]]
2316 1776 [[4 4 3 9]] [[4 4 3 9]]
2317 1777 [[4 4 3 9]] [[4 4 3 9]]
2318 1778 [[4 4 4 2]] [[4 4 4 2]]
2319 1779 [[4 4 4 3]] [[4 4 4 3]]
2320 1780 [[4 4 4 4]] [[4 4 4 4]]
2321 1781 [[4 4 4 6]] [[4 4 4 6]]
2322 1782 [[4 4 4 6]] [[4 4 4 6]]
2323 1783 [[4 4 4 6]] [[4 4 4 6]]
2324 1784 [[4 4 4 9]] [[4 4 4 9]]
2325 1785 [[4 4 5 2]] [[4 4 5 2]]
2326 1786 [[4 4 5 3]] [[4 4 5 3]]
2327 1787 [[4 4 5 3]] [[4 4 5 3]]
2328 1787 [[4 4 5 7]] [[4 4 5 3]]
2329 1788 [[4 4 5 5]] [[4 4 5 5]]
2330 1789 [[4 4 5 6]] [[4 4 5 6]]
2331 1790 [[4 4 5 8]] [[4 4 5 8]]
2332 1791 [[4 4 5 8]] [[4 4 5 8]]
2333 1792 [[4 4 5 9]] [[4 4 5 9]]
2334 1793 [[4 4 6 2]] [[4 4 6 2]]
2335 1794 [[4 4 6 2]] [[4 4 6 2]]
2336 1795 [[4 4 6 3]] [[4 4 6 3]]
2337 1796 [[4 4 6 6]] [[4 4 6 6]]
2338 1797 [[4 4 6 7]] [[4 4 6 7]]
2339 1798 [[4 4 6 8]] [[4 4 6 8]]
2340 1799 [[4 4 6 8]] [[4 4 6 8]]
2341 1800 [[4 4 6 8]] [[4 4 6 8]]
2342 1801 [[4 4 6 9]] [[4 4 6 9]]
2343 1802 [[4 4 7 2]] [[4 4 7 2]]
2344 1803 [[4 4 7 7]] [[4 4 7 7]]
2345 1804 [[4 4 7 8]] [[4 4 7 8]]
2346 1804 [[4 4 1 9]] [[4 4 7 9]]
2347 1805 [[4 4 8 0]] [[4 4 8 0]]
2348 1806 [[4 4 8 0]] [[4 4 8 0]]
2349 1807 [[4 4 8 1]] [[4 4 8 1]]
2350 1808 [[4 4 8 2]] [[4 4 8 2]]
2351 1809 [[4 4 8 4]] [[4 4 8 4]]
2352 1810 [[4 4 8 4]] [[4 4 8 4]]
2353 1811 [[4 4 8 5]] [[4 4 8 5]]
2354 1812 [[4 4 8 5]] [[4 4 8 5]]
2355 1813 [[4 4 8 6]] [[4 4 8 6]]
2356 1814 [[4 4 8 7]] [[4 4 8 7]]
2357 1815 [[4 4 8 8]] [[4 4 8 8]]
2358 1816 [[4 4 8 9]] [[4 4 8 9]]
2359 1817 [[4 4 9 0]] [[4 4 9 0]]
2360 1818 [[4 4 9 0]] [[4 4 9 0]]
2361 1819 [[4 4 9 2]] [[4 4 9 2]]
2362 1820 [[4 4 9 2]] [[4 4 9 2]]
2363 1821 [[4 4 9 4]] [[4 4 9 4]]
2364 1822 [[4 4 9 4]] [[4 4 9 4]]
2365 1823 [[4 4 9 5]] [[4 4 9 5]]
2366 1824 [[4 4 9 5]] [[4 4 9 5]]
2367 1825 [[4 4 9 5]] [[4 4 9 5]]
2368 1826 [[4 4 9 6]] [[4 4 9 6]]
2369 1827 [[4 4 9 6]] [[4 4 9 6]]
2370 1828 [[4 4 9 6]] [[4 4 9 6]]
2371 1829 [[4 4 9 6]] [[4 4 9 6]]
2372 1830 [[4 4 9 6]] [[4 4 9 6]]
2373 1831 [[4 4 9 6]] [[4 4 9 6]]
2374 1832 [[4 4 9 8]] [[4 4 9 8]]
2375 1833 [[4 4 9 9]] [[4 4 9 9]]
2376 1833 [[4 5 8 0]] [[4 5 0 0]]
2377 1834 [[4 5 0 1]] [[4 5 0 1]]
2378 1834 [[4 3 0 3]] [[4 5 0 3]]
2379 1835 [[4 5 0 3]] [[4 5 0 3]]
2380 1836 [[4 5 0 3]] [[4 5 0 3]]
2381 1837 [[4 5 0 4]] [[4 5 0 4]]
2382 1838 [[4 5 0 4]] [[4 5 0 4]]
2383 1839 [[4 5 0 5]] [[4 5 0 5]]
2384 1840 [[4 5 0 5]] [[4 5 0 5]]
2385 1841 [[4 5 0 6]] [[4 5 0 6]]
2386 1841 [[4 5 0 4]] [[4 5 0 8]]
2387 1841 [[4 5 2 3]] [[4 5 1 3]]
2388 1842 [[4 5 1 5]] [[4 5 1 5]]
2389 1843 [[4 5 1 5]] [[4 5 1 5]]
2390 1844 [[4 5 1 8]] [[4 5 1 8]]
2391 1845 [[4 5 1 8]] [[4 5 1 8]]
2392 1846 [[4 5 1 8]] [[4 5 1 8]]
2393 1847 [[4 5 2 1]] [[4 5 2 1]]
2394 1848 [[4 5 2 3]] [[4 5 2 3]]
2395 1849 [[4 5 2 4]] [[4 5 2 4]]
2396 1850 [[4 5 2 5]] [[4 5 2 5]]
2397 1851 [[4 5 2 7]] [[4 5 2 7]]
2398 1852 [[4 5 2 8]] [[4 5 2 8]]
2399 1853 [[4 5 2 9]] [[4 5 2 9]]
2400 1854 [[4 5 3 3]] [[4 5 3 3]]
2401 1855 [[4 5 3 5]] [[4 5 3 5]]
2402 1856 [[4 5 3 6]] [[4 5 3 6]]
2403 1857 [[4 5 3 6]] [[4 5 3 6]]
2404 1858 [[4 5 3 6]] [[4 5 3 6]]
2405 1859 [[4 5 3 8]] [[4 5 3 8]]
2406 1860 [[4 5 3 9]] [[4 5 3 9]]
2407 1861 [[4 5 4 1]] [[4 5 4 1]]
2408 1862 [[4 5 4 1]] [[4 5 4 1]]
2409 1863 [[4 5 4 2]] [[4 5 4 2]]
2410 1863 [[4 5 0 2]] [[4 5 4 2]]
2411 1864 [[4 5 4 3]] [[4 5 4 3]]
2412 1864 [[4 5 8 4]] [[4 5 4 4]]
2413 1865 [[4 5 4 4]] [[4 5 4 4]]
2414 1866 [[4 5 4 4]] [[4 5 4 4]]
2415 1867 [[4 5 4 6]] [[4 5 4 6]]
2416 1868 [[4 5 4 6]] [[4 5 4 6]]
2417 1868 [[4 5 4 1]] [[4 5 4 7]]
2418 1869 [[4 5 4 8]] [[4 5 4 8]]
2419 1870 [[4 5 5 0]] [[4 5 5 0]]
2420 1871 [[4 5 5 1]] [[4 5 5 1]]
2421 1871 [[4 5 3 3]] [[4 5 5 3]]
2422 1872 [[4 5 5 3]] [[4 5 5 3]]
2423 1873 [[4 5 5 3]] [[4 5 5 3]]
2424 1874 [[4 5 5 4]] [[4 5 5 4]]
2425 1875 [[4 5 5 4]] [[4 5 5 4]]
2426 1876 [[4 5 5 4]] [[4 5 5 4]]
2427 1877 [[4 5 5 5]] [[4 5 5 5]]
2428 1878 [[4 5 5 5]] [[4 5 5 5]]
2429 1879 [[4 5 5 8]] [[4 5 5 8]]
2430 1880 [[4 5 6 1]] [[4 5 6 1]]
2431 1881 [[4 5 6 1]] [[4 5 6 1]]
2432 1881 [[4 5 6 7]] [[4 5 6 1]]
2433 1882 [[4 5 6 5]] [[4 5 6 5]]
2434 1883 [[4 5 6 6]] [[4 5 6 6]]
2435 1884 [[4 5 6 7]] [[4 5 6 7]]
2436 1885 [[4 5 6 7]] [[4 5 6 7]]
2437 1885 [[4 5 8 4]] [[4 5 6 8]]
2438 1886 [[4 5 6 8]] [[4 5 6 8]]
2439 1887 [[4 5 6 8]] [[4 5 6 8]]
2440 1888 [[4 5 6 9]] [[4 5 6 9]]
